P_load1_MW,Q_load1_MVAr,P_load2_MW,Q_load2_MVAr,P_load4_MW,Q_load4_MVAr,P_solar_MW,Q_solar_MVAr,Vm_bus1_pu,Vm_bus2_pu,Vm_bus3_pu,Vm_bus4_pu,Va_bus1_deg,Va_bus2_deg,Va_bus3_deg,Va_bus4_deg,split
1.7848573,0.5949524,2.0595572,0.72084504,1.1491617,0.3447485,0.38125414,0.09931596,0.9921982,0.98644453,0.986959,0.98352844,0.07989171,0.13923848,0.13468133,0.16440885,train
1.4622742,0.4874247,2.1847253,0.7646538,1.0417727,0.31253183,1.4834452,0.1734157,0.99453604,0.9909278,0.99287695,0.9882976,0.08072213,0.14828011,0.14887556,0.17060725,train
1.7783511,0.5927837,2.384399,0.83453965,0.8665859,0.25997576,0.30235413,-0.25458017,0.99192744,0.9858389,0.98619133,0.9836416,0.113836214,0.21467565,0.23612061,0.23299587,train
1.4209952,0.47366506,1.9016079,0.66556275,0.99095786,0.29728734,0.8710221,-0.25657824,0.99408484,0.98985475,0.990942,0.98735076,0.10586822,0.20491198,0.23182403,0.22606562,train
1.5416746,0.5138915,2.0661116,0.7231391,0.905501,0.2716503,0.45623878,-0.09489974,0.9931005,0.98793507,0.98851347,0.98564357,0.09036016,0.16795428,0.17876956,0.18712854,train
1.7050282,0.56834275,2.3279135,0.81476974,1.0617318,0.31851953,0.8790616,0.062986255,0.99283254,0.9876769,0.9888307,0.98498714,0.09173903,0.16726723,0.17030598,0.19024462,train
1.3687522,0.45625076,1.9281343,0.674847,1.191489,0.3574467,0.40844232,-0.28165075,0.99301994,0.98740935,0.98789454,0.9843883,0.10553365,0.20557743,0.23002474,0.23172195,train
1.5254023,0.50846744,2.3662884,0.82820094,0.95518315,0.28655493,0.6825495,0.072005644,0.9929343,0.9875366,0.9884371,0.98511773,0.08424756,0.15481251,0.15525897,0.17521025,train
1.5333563,0.51111877,2.3923388,0.8373186,1.0558112,0.31674334,0.31019765,-0.21023875,0.99202687,0.9855609,0.98593116,0.9828804,0.108336315,0.20815448,0.22633122,0.2310983,train
1.3408349,0.44694495,2.1594741,0.7558159,0.9152122,0.27456367,0.7176367,0.21214613,0.99375975,0.98897606,0.98994416,0.9866623,0.06326351,0.11252461,0.10277759,0.13188764,train
1.2237167,0.4079056,1.7249172,0.603721,0.9607776,0.28823328,1.0664253,0.104804344,0.9951701,0.99183875,0.9932366,0.9894163,0.06685914,0.12304806,0.12473977,0.14337973,train
1.300568,0.43352267,2.0586174,0.7205161,1.0306572,0.30919716,1.1316916,0.11947274,0.99445987,0.9904336,0.99192023,0.9878303,0.075718835,0.14094262,0.14217448,0.1630265,train
1.4242573,0.47475243,2.3170798,0.81097794,0.85958695,0.25787607,0.80636287,0.24549562,0.99359554,0.9887839,0.98987275,0.986611,0.065167986,0.11483234,0.10343836,0.13285771,train
1.4714553,0.4904851,2.2500021,0.78750074,0.9913558,0.29740673,0.9138189,0.20969363,0.9935729,0.9888299,0.9900519,0.9863223,0.07137244,0.1274814,0.11982408,0.14869432,train
1.5365735,0.5121912,2.0148695,0.70520437,1.1192384,0.33577153,1.152328,0.1874528,0.9940317,0.9899696,0.991495,0.98714006,0.07467963,0.1332598,0.12959826,0.15750785,train
1.4388323,0.47961074,1.6075755,0.56265146,0.89952016,0.26985607,0.7166541,0.13392374,0.9945476,0.990905,0.9918569,0.98863554,0.060740978,0.1046391,0.10077246,0.12353781,train
1.4561696,0.4853899,2.08881,0.7310835,0.80153626,0.24046089,0.84420943,0.061408583,0.99405444,0.98985726,0.9909631,0.9878341,0.07762704,0.14162786,0.14443043,0.15820661,train
1.480309,0.49343634,2.0990222,0.73465776,1.1153754,0.3346126,0.47504753,0.1699109,0.99287593,0.9873164,0.98796403,0.984489,0.06892231,0.12191,0.11295016,0.14620976,train
1.459053,0.48635098,1.8710839,0.65487933,0.88440657,0.26532197,0.7333998,0.016431969,0.9940901,0.98994136,0.99089617,0.9877081,0.07737701,0.14100464,0.146106,0.15958063,train
1.4035224,0.46784082,1.9001256,0.66504395,0.906107,0.2718321,1.0516006,-0.0368703,0.99460495,0.9909609,0.99231714,0.9886749,0.0859387,0.16115618,0.17330821,0.18021117,train
1.4184015,0.4728005,2.2492177,0.78722626,1.1718544,0.3515563,1.3108685,-0.1112321,0.99393356,0.9895172,0.99119836,0.9865526,0.1076108,0.20885552,0.22913262,0.23440155,train
1.2458552,0.41528505,2.0063946,0.70223814,0.9775797,0.2932739,1.0617663,-0.02199912,0.99458784,0.99060476,0.99197716,0.98813665,0.085014634,0.16274256,0.1738887,0.18353719,train
1.3440318,0.4480106,1.8692626,0.6542419,1.1872555,0.35617667,0.42817202,-0.27773443,0.9932039,0.98776346,0.98827475,0.98475426,0.10364459,0.20193134,0.22625697,0.22795227,train
1.6791879,0.5597293,1.6669763,0.58344173,0.8670933,0.260128,1.1379327,-0.21276526,0.99470526,0.991739,0.9931762,0.98955363,0.103038356,0.19259863,0.21870056,0.21068077,train
1.5435287,0.51450956,1.8072534,0.6325387,1.0996457,0.3298937,1.0584065,-0.16843303,0.9941782,0.99030703,0.99165094,0.9875282,0.10204218,0.19360544,0.21569641,0.21736176,train
1.3787628,0.4595876,2.2628727,0.7920054,1.166971,0.35009128,0.46320906,0.037527893,0.9926287,0.9865685,0.98717904,0.9836074,0.083321124,0.1561884,0.15710019,0.18178533,train
1.4539574,0.48465246,2.1636658,0.757283,1.0719115,0.32157344,0.9161358,-0.109254144,0.9935467,0.98873866,0.9899103,0.9860259,0.10010383,0.19148842,0.20782545,0.21465708,train
1.697953,0.5659843,1.8421282,0.6447449,1.1177336,0.3353201,1.0502037,-0.15163706,0.99381596,0.9898235,0.9911603,0.98699737,0.10434968,0.19520625,0.21598072,0.21942589,train
1.3334322,0.4444774,1.6501056,0.57753694,1.1624454,0.34873363,1.4859504,0.17141259,0.9954643,0.9927068,0.9946554,0.98977566,0.0694068,0.12613545,0.12689936,0.1512733,train
1.4443443,0.4814481,2.3858688,0.83505404,1.0905502,0.32716507,1.2806989,0.076565124,0.9937866,0.98924565,0.9909197,0.986487,0.09188828,0.1734892,0.1793913,0.19708239,train
1.7166679,0.57222265,2.0555868,0.7194554,0.80218834,0.24065651,0.45365456,0.13074902,0.99304384,0.98816353,0.98877627,0.9861352,0.07089274,0.12081051,0.11460484,0.13747144,train
1.5019736,0.50065786,1.701826,0.5956391,1.1190957,0.3357287,0.47051713,-0.1315418,0.9934428,0.9886067,0.9891971,0.98577356,0.0890652,0.16595827,0.17965306,0.1902775,train
1.7082745,0.56942487,2.076067,0.7266234,0.98583776,0.29575133,0.58322585,-0.29923612,0.99282545,0.98766965,0.98837864,0.98517305,0.115460634,0.21973585,0.24719219,0.24087128,train
1.6350297,0.54500985,1.9506083,0.6827129,1.125083,0.3375249,0.6667367,-0.12359754,0.99310243,0.9881286,0.98897517,0.98527884,0.09841054,0.18362392,0.19864044,0.20811468,train
1.2968005,0.43226683,1.9741721,0.6909602,0.8818166,0.264545,0.86721253,-0.09201096,0.9943877,0.9902681,0.9913776,0.9880422,0.087977454,0.1681508,0.18267003,0.1866502,train
1.4871676,0.49572253,2.245408,0.78589284,1.0656172,0.31968516,0.42684785,-0.040945873,0.9925722,0.9866642,0.98721415,0.9839617,0.0902481,0.16903856,0.17552207,0.19216341,train
1.260376,0.42012534,1.8435085,0.64522797,1.1766208,0.35298625,0.6438193,0.17174886,0.9938606,0.98903495,0.9899006,0.98605675,0.06227052,0.11217044,0.10474208,0.13785961,train
1.3609256,0.45364186,2.212519,0.77438164,0.93960905,0.28188273,0.48260537,-0.2638575,0.99310267,0.9875755,0.98815984,0.9851963,0.10644244,0.20775622,0.23157388,0.22777417,train
1.7937199,0.59790665,1.6234553,0.56820935,1.1033032,0.33099097,1.1428223,0.28370783,0.9942983,0.99107414,0.99260163,0.9882882,0.062237676,0.09982217,0.08887685,0.12362561,train
1.2661464,0.4220488,2.0878792,0.7307577,1.059556,0.3178668,0.41682416,-0.07336794,0.993206,0.9876095,0.9881405,0.9849251,0.08556507,0.16368753,0.17250374,0.18661559,train
1.5368487,0.51228285,1.8124816,0.63436854,1.0810349,0.32431045,0.8598467,-0.2586177,0.99386823,0.9896131,0.9906858,0.98687965,0.107741736,0.20642136,0.23339196,0.2297648,train
1.2401736,0.4133912,2.1870759,0.7654765,1.1360106,0.3408032,1.2693924,-0.1478803,0.99432784,0.9900234,0.9916439,0.9871513,0.10525435,0.20768201,0.23028338,0.23233253,train
1.5160167,0.5053389,2.063972,0.72239023,1.1203846,0.3361154,1.0775081,-0.17917079,0.99377793,0.9893727,0.9907408,0.98653847,0.10837221,0.20831409,0.23143892,0.23262253,train
1.3161772,0.43872574,2.027626,0.7096691,0.929185,0.2787555,1.3455044,-0.2118467,0.9949354,0.99151206,0.9932177,0.9891689,0.10690277,0.2094561,0.23749895,0.22904238,train
1.6101702,0.53672343,1.851663,0.648082,0.94036144,0.28210843,1.3788595,-0.2811943,0.9947583,0.9917171,0.9934538,0.9893461,0.11586106,0.22251661,0.2560469,0.2423626,train
1.7433895,0.58112985,2.0801394,0.7280488,1.0980577,0.32941732,1.1623437,-0.031469055,0.99357396,0.98938364,0.9908862,0.98660624,0.10001117,0.18459503,0.19745533,0.20836255,train
1.7578253,0.5859418,2.3688102,0.82908356,1.097095,0.3291285,1.1339066,-0.17081542,0.99297774,0.9881046,0.9895489,0.98532605,0.11881504,0.22598743,0.24909166,0.24980043,train
1.2613195,0.42043984,2.028531,0.70998585,1.1661422,0.34984267,0.76876605,0.12275397,0.9937534,0.9888016,0.9898212,0.9858494,0.07194068,0.13356291,0.13102926,0.15901156,train
1.3991433,0.4663811,1.6562182,0.5796764,0.93586034,0.28075808,0.8647222,0.045368467,0.9946919,0.9911424,0.99227065,0.9887814,0.0715022,0.1293304,0.13352183,0.1490942,train
1.7816854,0.59389514,1.9739968,0.6908989,0.92775464,0.2783264,1.390847,0.041158777,0.99437064,0.9912103,0.99301726,0.98886997,0.09178176,0.16540651,0.17499188,0.18497196,train
1.5677235,0.5225745,1.7064744,0.597266,0.98128533,0.29438558,1.3784382,0.16097853,0.995104,0.992388,0.9941969,0.989915,0.07182636,0.1261446,0.12665144,0.14694363,train
1.5815549,0.52718496,1.6434275,0.5751996,0.8386161,0.25158483,1.0693715,0.27821204,0.994954,0.9920857,0.9935159,0.9899732,0.054036696,0.0865322,0.0753081,0.10391527,train
1.5611987,0.5203996,1.9072411,0.66753435,1.0717438,0.32152313,0.43739387,-0.2366175,0.99299276,0.98773867,0.98826885,0.9850236,0.103023455,0.19556516,0.21688263,0.21878238,train
1.5909288,0.5303096,2.098505,0.7344768,1.0564239,0.31692716,0.49068356,0.1506812,0.99281186,0.98739964,0.9880643,0.9847226,0.07204174,0.12627275,0.11891691,0.14913566,train
1.6934597,0.5644866,1.7989728,0.6296405,0.86967474,0.26090243,0.5179798,0.08034637,0.9935029,0.98912495,0.9898121,0.9869272,0.07166512,0.123022884,0.12124037,0.14127785,train
1.585401,0.528467,1.6939452,0.5928808,0.91889447,0.27566835,1.1725203,-0.058240123,0.99481976,0.9918001,0.99330777,0.9894837,0.0887533,0.16316941,0.1780607,0.1824951,train
1.5472095,0.51573646,1.9920117,0.69720405,0.8734999,0.26204997,0.37561664,-0.124553986,0.9931347,0.9880213,0.98849005,0.9858114,0.0902206,0.16751276,0.17977601,0.18590747,train
1.5210556,0.5070185,2.0255816,0.70895356,0.91177577,0.27353272,0.8480952,0.024148457,0.99386245,0.98956686,0.9906718,0.9872632,0.08281735,0.15163836,0.15727685,0.17089191,train
1.5216141,0.5072047,1.7481354,0.6118474,0.81575435,0.2447263,0.617471,-0.038734663,0.99411064,0.990113,0.9909083,0.9880543,0.078675754,0.14243597,0.15054916,0.15934777,train
1.6091933,0.53639776,2.243781,0.7853234,0.84023833,0.2520715,1.1876423,0.20291777,0.9940548,0.99016714,0.9917405,0.98804647,0.07530264,0.13296576,0.12848891,0.15046614,train
1.5830348,0.52767825,1.6116902,0.56409156,0.82759285,0.24827786,0.70361066,0.05125464,0.99438006,0.9908285,0.99174976,0.9887413,0.069911405,0.121617585,0.12381329,0.13878621,train
1.6728389,0.557613,1.8521098,0.6482384,0.82510996,0.247533,0.91071445,-0.051091578,0.99413645,0.9904758,0.99164814,0.9883941,0.08844273,0.16055544,0.1724236,0.17767842,train
1.6351694,0.54505646,1.7248163,0.6036857,0.95286494,0.2858595,0.67375296,-0.11116226,0.9937997,0.98966,0.9905165,0.9872523,0.08991857,0.16472861,0.17883097,0.18497095,train
1.5418065,0.5139355,2.359403,0.825791,0.9878911,0.29636732,0.47151092,0.24873888,0.9925535,0.9867323,0.98738897,0.98422813,0.066078484,0.114213064,0.09925684,0.13544391,train
1.5697004,0.5232335,1.9092885,0.668251,0.9418991,0.28256974,0.5419042,0.25538075,0.9934767,0.9888166,0.9895643,0.98643464,0.05681408,0.09300067,0.07829023,0.11301685,train
1.2593162,0.41977206,2.035593,0.71245754,0.8638486,0.2591546,0.8600454,-0.06716866,0.99437046,0.9901544,0.99125886,0.98797375,0.08586008,0.16433321,0.17692454,0.18240388,train
1.472118,0.490706,2.3460536,0.8211188,1.1554503,0.3466351,1.465627,0.25567472,0.99403745,0.98985213,0.9917941,0.9869302,0.07823371,0.14260472,0.13686632,0.16773485,train
1.249976,0.4166587,1.8004951,0.6301733,0.9993736,0.29981208,1.4403505,0.087914914,0.99553484,0.9926936,0.9945695,0.99017555,0.075490214,0.14147736,0.14802395,0.16269644,train
1.6797299,0.55991,1.9670328,0.6884615,1.068385,0.3205155,0.6267235,-0.28730237,0.9929938,0.98798144,0.98874867,0.98527557,0.11338904,0.21577753,0.24273913,0.23890045,train
1.6666819,0.55556065,1.6414853,0.5745199,1.139052,0.3417156,1.1765938,-0.021046324,0.9944107,0.99106586,0.9925861,0.98818916,0.089352116,0.16267511,0.17484723,0.18734126,train
1.6027604,0.5342535,1.9043871,0.6665355,1.0729525,0.32188576,1.3149428,-0.22483836,0.9943628,0.9908331,0.9924983,0.98812354,0.112976685,0.21638756,0.24514742,0.23947166,train
1.751353,0.58378434,2.1092725,0.73824537,1.1143916,0.33431745,0.718632,-0.1647402,0.9927261,0.987538,0.9884455,0.98471373,0.10816427,0.20259356,0.22123441,0.22685727,train
1.4817404,0.49391347,2.3163092,0.8107082,1.0989262,0.32967785,0.45123577,-0.048833385,0.99244004,0.986363,0.98694354,0.9835748,0.09316264,0.1756428,0.18296485,0.19959445,train
1.7146937,0.57156456,2.390492,0.8366722,1.0678214,0.32034642,0.8199315,0.021168323,0.99259156,0.9871674,0.98823804,0.9844608,0.096494645,0.17761035,0.18323047,0.20076235,train
1.6834786,0.56115955,2.3445783,0.82060236,1.0223026,0.3066908,1.4761,0.006254155,0.99387234,0.9899181,0.99183184,0.98733467,0.103306055,0.1932225,0.20627493,0.21513042,train
1.6129767,0.53765893,1.8265449,0.63929075,0.9759067,0.29277202,0.56032646,-0.04657098,0.9934518,0.9888506,0.9895715,0.98638225,0.084650725,0.15362374,0.1617941,0.17446163,train
1.657529,0.55250967,2.1767168,0.7618509,0.9907543,0.29722628,0.70005596,-0.100443594,0.9929659,0.9878742,0.9887681,0.9853656,0.099604905,0.18576899,0.1993734,0.2070138,train
1.3098685,0.43662283,2.2334101,0.7816935,0.85776967,0.2573309,1.2224463,-0.2635497,0.9945043,0.9905525,0.9920921,0.9883881,0.11322782,0.22367272,0.25445592,0.24158004,train
1.61017,0.5367234,1.7718056,0.62013197,0.93278676,0.27983603,1.1764132,-0.22200526,0.99459153,0.99135005,0.992836,0.98899734,0.10624513,0.20129368,0.22847782,0.220974,train
1.4415787,0.48052627,2.034818,0.7121863,1.161848,0.34855437,0.60800743,-0.07789911,0.9931365,0.98781186,0.9885902,0.9848675,0.09212448,0.17417045,0.18518355,0.19957149,train
1.5077769,0.50259227,2.3074312,0.8076009,0.82074213,0.24622263,0.78274345,0.28710306,0.99350727,0.9887587,0.9898239,0.98668444,0.061806932,0.105475806,0.090723924,0.12256226,train
1.7191913,0.5730638,1.6957223,0.5935028,1.184758,0.35542738,0.8479091,0.07979432,0.9936362,0.98947006,0.9905842,0.9864724,0.079005755,0.13866441,0.14012566,0.16452548,train
1.7423648,0.58078825,1.91453,0.67008555,0.80120057,0.24036017,1.4994259,-0.11540028,0.99489665,0.99228704,0.9942059,0.99026966,0.10353066,0.19220383,0.21448717,0.20867988,train
1.3200145,0.44000486,1.8937913,0.66282696,0.9752501,0.29257503,0.6406521,0.20420437,0.9940203,0.9895062,0.9903728,0.98704123,0.058182973,0.10174191,0.09185269,0.12253261,train
1.3823311,0.460777,1.9230236,0.6730583,1.0804708,0.32414126,1.0098826,0.13817132,0.9942736,0.9901893,0.99152195,0.9874589,0.07211386,0.13110869,0.12976083,0.15440808,train
1.4048959,0.4682986,2.139241,0.7487343,0.91600233,0.2748007,1.3360947,-0.055602513,0.994636,0.99103254,0.992753,0.98872167,0.0961283,0.18364823,0.19994433,0.2029385,train
1.6745691,0.55818975,2.3307126,0.8157494,1.0824666,0.32473996,0.34516504,0.07566476,0.99196804,0.9857159,0.98617977,0.98296785,0.08408764,0.15111583,0.14798976,0.17470135,train
1.4584037,0.48613456,2.012427,0.70434946,1.0352104,0.31056312,1.3602905,0.27460948,0.99466974,0.991213,0.9930195,0.98860025,0.06618666,0.11622134,0.108062886,0.13837585,train
1.6909183,0.5636394,2.3460696,0.8211243,1.1191634,0.33574903,1.3200626,0.22291586,0.9934837,0.9890783,0.99082804,0.98624635,0.08314096,0.14848164,0.14378108,0.17277664,train
1.4683528,0.48945096,2.0051465,0.70180124,1.069096,0.3207288,0.989067,-0.005946664,0.9939412,0.9896337,0.990916,0.9869306,0.08835373,0.16509281,0.17435415,0.18814643,train
1.6315137,0.5438379,2.0245702,0.70859957,0.9051408,0.27154225,1.013119,0.005531629,0.9939538,0.98999107,0.991306,0.9877053,0.08845898,0.16156474,0.17019112,0.18063919,train
1.3095396,0.43651322,1.9823865,0.69383526,1.0449185,0.31347558,1.294011,0.1469536,0.9948211,0.9912453,0.9929449,0.988608,0.073916264,0.13671152,0.13745399,0.1590984,train
1.562405,0.52080166,1.8134557,0.6347095,0.8574601,0.25723803,1.2798404,-0.15377721,0.99491286,0.99195904,0.9935889,0.9897986,0.099889405,0.1882936,0.21134466,0.20613489,train
1.7311333,0.5770444,2.150674,0.7527359,0.80730325,0.24219097,0.41014656,-0.12669958,0.99271905,0.98748076,0.98799425,0.985438,0.096553445,0.17734271,0.19011803,0.1941546,train
1.2775586,0.42585284,2.0147378,0.7051583,0.98459625,0.29537886,1.1676308,-0.29724246,0.9946198,0.99074095,0.99220383,0.9882554,0.11260251,0.22301115,0.25577602,0.24396853,train
1.661714,0.55390465,2.1738462,0.76084614,1.0008874,0.3002662,0.6291747,-0.015482132,0.99284863,0.9876246,0.98844105,0.9850896,0.09108358,0.16681474,0.17333427,0.18831766,train
1.5772845,0.5257615,1.9666157,0.6883155,1.03744,0.31123197,0.628734,0.12542328,0.9933157,0.9884789,0.9893177,0.98585314,0.07272478,0.12805882,0.12396113,0.1504056,train
1.2874291,0.42914304,1.8083647,0.63292766,1.0466129,0.31398386,0.7324865,-0.24122559,0.9941528,0.98973376,0.9906444,0.9870881,0.09924047,0.19331959,0.21774764,0.2158244,train
1.4519129,0.48397094,2.0843809,0.7295333,0.9350891,0.28052673,0.66060287,0.24419826,0.9935797,0.9888048,0.98970455,0.9864402,0.060507473,0.10388042,0.09116592,0.12373228,train
1.6612891,0.55376303,1.9350837,0.6772793,1.110546,0.3331638,0.69168085,0.18590711,0.99321806,0.98843414,0.98936474,0.9856223,0.0699852,0.12006518,0.11202951,0.14418657,train
1.259888,0.4199627,2.2502692,0.78759426,0.9176796,0.27530387,1.0666418,0.024838112,0.994267,0.9899282,0.9913156,0.9876104,0.08507652,0.16260132,0.17029956,0.18198137,train
1.3163902,0.43879673,1.989993,0.69649756,1.0501341,0.3150402,1.3813642,0.054528505,0.99490964,0.9914543,0.99325085,0.98880434,0.08385955,0.15852292,0.16701292,0.18102482,train
1.5781598,0.5260533,1.7605021,0.6161757,0.8907618,0.26722854,1.4668747,0.18738186,0.9952975,0.9928341,0.99476045,0.9905913,0.0702916,0.12250019,0.12189053,0.14110449,train
1.6575046,0.5525015,2.1425688,0.7498991,0.96554244,0.28966272,0.6476902,-0.07835574,0.9929869,0.9879202,0.98874986,0.98547596,0.095832355,0.17741145,0.18884209,0.19804247,train
1.3484809,0.44949365,2.1188195,0.7415868,0.9773578,0.29320735,1.3016375,0.19092724,0.9946592,0.9909682,0.9926855,0.98850155,0.07241038,0.13250469,0.13003312,0.15327667,train
1.6126688,0.53755623,1.9938762,0.69785666,0.94571126,0.28371337,0.5133116,-0.2527056,0.99309397,0.9880653,0.98869115,0.9856718,0.10615593,0.20129429,0.22454564,0.22143757,train
1.6799675,0.55998915,2.0613766,0.7214818,0.838103,0.2514309,0.3108276,-0.024221817,0.99276614,0.9874799,0.98788154,0.9853588,0.083561495,0.14974011,0.15382043,0.1672992,train
1.2039965,0.40133217,1.9862083,0.6951729,1.1173301,0.33519903,0.82038,0.25365752,0.99411964,0.98949015,0.9905977,0.98666406,0.05769321,0.103318006,0.091462776,0.1275461,train
1.6681259,0.55604196,1.9329563,0.6765347,1.1516671,0.34550014,0.6123913,0.110619806,0.992993,0.98795396,0.98876953,0.985036,0.07676836,0.13494542,0.13179988,0.16009118,train
1.2212688,0.4070896,2.3295975,0.8153591,1.1277351,0.33832052,1.015192,-0.1843737,0.993706,0.98861885,0.9899064,0.9857638,0.108103044,0.21454751,0.2374963,0.23907551,train
1.3360648,0.44535494,1.8561532,0.6496537,1.1323535,0.33970606,1.19053,0.11590302,0.9946674,0.99096125,0.99252254,0.98810124,0.07487191,0.13823134,0.14029685,0.16274166,train
1.3428699,0.4476233,1.7047368,0.5966579,1.05599,0.316797,1.1020381,-0.25444266,0.9948201,0.99131244,0.99269694,0.9886472,0.103865,0.20214838,0.23104371,0.22479863,train
1.5625399,0.52084666,2.2455266,0.78593427,0.9518199,0.28554597,0.84384173,-0.14256082,0.99330217,0.98842114,0.9894939,0.986013,0.10417748,0.19803776,0.21618986,0.21831255,train
1.3158524,0.43861747,1.7806543,0.623229,0.8984624,0.26953873,1.2741102,-0.008730393,0.9953384,0.9923951,0.99404114,0.9901318,0.08169901,0.15370567,0.16586314,0.1725139,train
1.3502964,0.45009878,2.0893,0.731255,1.1800742,0.35402226,0.8080069,-0.24604288,0.9934572,0.9883331,0.9893421,0.985344,0.109720185,0.2151921,0.24078605,0.24100555,train
1.3172585,0.43908617,1.9552585,0.6843405,0.8155558,0.24466674,1.4663517,0.26694912,0.99555075,0.9928637,0.9948026,0.9908112,0.060782477,0.107449956,0.10090877,0.124248095,train
1.25882,0.4196067,2.2686832,0.7940391,1.1813347,0.3544004,0.5138913,-0.20785166,0.9928269,0.98676276,0.9873978,0.9837656,0.10471481,0.2063483,0.22628179,0.23228365,train
1.499948,0.49998266,1.8763605,0.6567262,0.9861393,0.29584178,1.0060434,-0.16888031,0.9942423,0.99035984,0.9916359,0.9878694,0.100244865,0.19062455,0.2122411,0.21163745,train
1.3394477,0.44648257,1.7458537,0.61104876,1.1683328,0.35049987,1.1960777,-0.24406984,0.994719,0.99108356,0.9925916,0.98813266,0.10659257,0.20827591,0.23731463,0.2336474,train
1.4966435,0.4988812,2.2528973,0.788514,1.1743921,0.35231763,0.81610453,0.10266888,0.9930272,0.9876826,0.9887613,0.9847059,0.08360264,0.15403743,0.15347396,0.17975058,train
1.3294301,0.44314337,2.220705,0.7772468,1.0481926,0.3144578,0.5314121,0.11712175,0.9931194,0.9875464,0.98825824,0.98489076,0.073037155,0.13448577,0.1300588,0.15714115,train
1.2671391,0.4223797,1.6114637,0.5640123,1.1451174,0.34353524,0.9726761,0.0469654,0.99481076,0.99113697,0.992405,0.98824507,0.072536536,0.13463615,0.13975126,0.15944463,train
1.3028424,0.4342808,1.6307148,0.5707502,1.0477247,0.3143174,0.6928722,0.107160024,0.9944405,0.990395,0.99131215,0.9877483,0.063193224,0.11319039,0.11109557,0.13568828,train
1.476228,0.492076,2.0643322,0.7225163,1.0360342,0.31081027,1.4286547,-0.07095701,0.99458563,0.99106616,0.9929035,0.9884509,0.10037169,0.19139531,0.20973073,0.21357709,train
1.4972101,0.49907008,1.7184223,0.6014478,0.98326004,0.29497802,0.31554878,0.053959463,0.99344194,0.98859406,0.9890145,0.9861064,0.068141244,0.11974605,0.11797864,0.14077431,train
1.5058386,0.5019462,1.7454287,0.61090004,0.812525,0.24375749,0.8660725,0.05500574,0.99457353,0.9910978,0.99222946,0.9890493,0.07252266,0.12914754,0.1326315,0.1459425,train
1.6516573,0.5505524,1.6991311,0.5946959,0.80358434,0.2410753,0.7140255,-0.20975564,0.99411523,0.99038696,0.99127835,0.9883597,0.09690801,0.17976768,0.20162596,0.19637513,train
1.4300547,0.4766849,1.6348072,0.57218254,0.8562202,0.25686607,0.8057908,0.22540827,0.99475473,0.991342,0.992424,0.98918337,0.05303522,0.08779426,0.077951446,0.10563135,train
1.7703267,0.59010893,2.103463,0.7362121,0.8336714,0.25010142,0.33746907,-0.14630347,0.9925646,0.98722094,0.9876368,0.9851105,0.09771169,0.17902279,0.19257687,0.19648497,train
1.4312761,0.47709203,2.231615,0.7810653,0.8576386,0.2572916,0.56660897,0.083952956,0.99330574,0.9881619,0.9889134,0.9859926,0.07563925,0.13787942,0.13629675,0.15588376,train
1.3486692,0.44955638,1.6294223,0.5702978,0.85359347,0.25607803,0.4113234,0.2846493,0.9942749,0.9901231,0.99070555,0.9879684,0.041198134,0.06349795,0.04536083,0.08132244,train
1.5965257,0.53217524,1.668512,0.5839792,1.0252904,0.30758712,0.41355163,0.28908888,0.9934984,0.9889182,0.989505,0.9863245,0.049061697,0.07522353,0.056732047,0.09725378,train
1.3782582,0.4594194,2.1724892,0.76037127,1.0075837,0.30227512,1.45304,0.05474913,0.9946823,0.99108005,0.9929698,0.988537,0.0889404,0.16836311,0.17753538,0.18985833,train
1.7615246,0.58717483,2.1473284,0.7515649,1.0242969,0.30728906,0.7094385,-0.21702309,0.9927716,0.98765886,0.98854554,0.9850643,0.11243503,0.21181013,0.23429659,0.2338796,train
1.3658743,0.45529145,1.9549944,0.6842481,0.9601538,0.28804615,1.3425747,-0.1464575,0.99493223,0.9916049,0.99331754,0.9891835,0.1007675,0.1947522,0.21787727,0.21507977,train
1.502682,0.500894,1.7272167,0.60452586,0.9920537,0.2976161,0.8357419,0.17969604,0.9942809,0.9904481,0.9915621,0.9879428,0.063064545,0.10832847,0.1021839,0.12947987,train
1.2473224,0.41577414,1.7774479,0.6221068,0.849079,0.2547237,0.48934293,-0.001155303,0.9942669,0.9899018,0.99053764,0.98775804,0.069606304,0.12866701,0.13272321,0.14639172,train
1.7529694,0.58432317,2.2719672,0.79518855,1.0858105,0.32574314,1.10683,-0.2275834,0.993115,0.98839647,0.98979574,0.98564744,0.12147682,0.23196663,0.2590635,0.25549027,train
1.5907462,0.5302487,2.0670257,0.72345895,1.1948118,0.35844353,1.1468321,-0.16229242,0.99363524,0.9892104,0.9906713,0.98618644,0.11030823,0.21089768,0.23343378,0.23701732,train
1.4827304,0.49424347,2.13604,0.747614,1.0746213,0.32238638,0.6100408,0.08714334,0.993082,0.9877745,0.9885832,0.98505217,0.0783383,0.1426926,0.14129196,0.16597776,train
1.350698,0.45023268,2.112431,0.73935086,1.1509849,0.3452955,1.2512558,0.07558809,0.99426234,0.99010134,0.9917357,0.9871915,0.08517359,0.16072519,0.16640405,0.1857333,train
1.4970354,0.49901178,1.746761,0.61136633,0.8054779,0.24164337,1.427505,0.17828561,0.99553716,0.9931968,0.9950702,0.99117047,0.0674836,0.11813732,0.11782581,0.13468069,train
